dateTime,dateTime,ridership,day_week,hour
2011-05-03 12:00:00,2011-05-03 12:00:00,70.12096774193549,1,12
2011-05-03 16:00:00,2011-05-03 16:00:00,112.73026315789474,1,16
2011-05-03 20:00:00,2011-05-03 20:00:00,192.99324324324326,1,20
2011-05-04 00:00:00,2011-05-04 00:00:00,85.83108108108108,2,0
2011-05-04 04:00:00,2011-05-04 04:00:00,9.710526315789474,2,4
2011-05-04 08:00:00,2011-05-04 08:00:00,16.50735294117647,2,8
2011-05-04 12:00:00,2011-05-04 12:00:00,58.28333333333333,2,12
2011-05-04 16:00:00,2011-05-04 16:00:00,87.15,2,16
2011-05-04 20:00:00,2011-05-04 20:00:00,172.26973684210526,2,20
2011-05-05 00:00:00,2011-05-05 00:00:00,81.80128205128206,3,0
2011-05-05 04:00:00,2011-05-05 04:00:00,10.987179487179487,3,4
2011-05-05 08:00:00,2011-05-05 08:00:00,15.889705882352942,3,8
2011-05-05 12:00:00,2011-05-05 12:00:00,72.18382352941177,3,12
2011-05-05 16:00:00,2011-05-05 16:00:00,114.32236842105263,3,16
2011-05-05 20:00:00,2011-05-05 20:00:00,190.44078947368422,3,20
2011-05-06 00:00:00,2011-05-06 00:00:00,91.92105263157895,4,0
2011-05-06 04:00:00,2011-05-06 04:00:00,15.19078947368421,4,4
2011-05-06 08:00:00,2011-05-06 08:00:00,15.348484848484848,4,8
2011-05-06 12:00:00,2011-05-06 12:00:00,67.34677419354838,4,12
2011-05-06 16:00:00,2011-05-06 16:00:00,118.47142857142858,4,16
2011-05-06 20:00:00,2011-05-06 20:00:00,170.47916666666666,4,20
2011-05-07 00:00:00,2011-05-07 00:00:00,74.84210526315789,5,0
2011-05-07 04:00:00,2011-05-07 04:00:00,17.05921052631579,5,4
2011-05-07 08:00:00,2011-05-07 08:00:00,7.0,5,8
2011-05-07 12:00:00,2011-05-07 12:00:00,34.4375,5,12
